employee_id,employee_name,department,level,region,hire_date,salary,performance_score,manager_id,is_active
EMP-00230,Employee 0230,Finance,Lead,Latin America,2024-04-15 00:00:00+00:00,121162,56.49,EMP-00011,1
EMP-00231,Employee 0231,Marketing,Director,North America,2025-04-17 00:00:00+00:00,79260,61.71,EMP-00003,1
EMP-00232,Employee 0232,Operations,Junior,Latin America,2023-06-08 00:00:00+00:00,210737,69.74,EMP-00006,0
EMP-00233,Employee 0233,IT,Senior,Asia Pacific,2023-12-04 00:00:00+00:00,84725,83.07,EMP-00012,1
EMP-00234,Employee 0234,Sales,Junior,Latin America,2024-06-14 00:00:00+00:00,249332,75.57,EMP-00009,1
EMP-00235,Employee 0235,Sales,Senior,North America,2025-05-03 00:00:00+00:00,232784,81.64,EMP-00012,1
EMP-00236,Employee 0236,Customer Success,Junior,Europe,2023-02-15 00:00:00+00:00,140297,70.44,EMP-00014,1
EMP-00237,Employee 0237,Marketing,Mid,Asia Pacific,2024-03-16 00:00:00+00:00,185438,82.34,EMP-00011,0
EMP-00238,Employee 0238,Marketing,Mid,North America,2024-02-19 00:00:00+00:00,89881,60.38,EMP-00015,1
EMP-00239,Employee 0239,Operations,Director,Asia Pacific,2025-02-18 00:00:00+00:00,110979,79.55,EMP-00005,1
EMP-00240,Employee 0240,Marketing,Mid,Latin America,2024-02-10 00:00:00+00:00,270060,84.36,EMP-00010,1
EMP-00241,Employee 0241,Marketing,Junior,Asia Pacific,2023-11-19 00:00:00+00:00,145968,67.63,EMP-00006,1
EMP-00242,Employee 0242,IT,Junior,Latin America,2023-06-23 00:00:00+00:00,190244,96.27,EMP-00009,1
EMP-00243,Employee 0243,Supply Chain,Junior,Asia Pacific,2025-01-13 00:00:00+00:00,269080,57.14,EMP-00009,1
EMP-00244,Employee 0244,IT,Senior,Europe,2025-09-24 00:00:00+00:00,123562,85.48,EMP-00012,1
EMP-00245,Employee 0245,Supply Chain,VP,North America,2025-02-07 00:00:00+00:00,181838,86.96,EMP-00010,1
EMP-00246,Employee 0246,Sales,Senior,North America,2024-12-13 00:00:00+00:00,55501,68.25,EMP-00014,1
EMP-00247,Employee 0247,Executive,Senior,Europe,2024-07-10 00:00:00+00:00,78519,81.25,EMP-00011,1
EMP-00248,Employee 0248,Marketing,Senior,Middle East & Africa,2025-08-13 00:00:00+00:00,281328,68.31,EMP-00004,1
EMP-00249,Employee 0249,Supply Chain,Junior,Latin America,2023-08-17 00:00:00+00:00,268494,80.98,EMP-00008,1
EMP-00250,Employee 0250,Operations,Director,North America,2025-01-12 00:00:00+00:00,168995,75.31,EMP-00006,1
EMP-00251,Employee 0251,IT,VP,Latin America,2023-09-29 00:00:00+00:00,161230,77.76,EMP-00009,1
EMP-00252,Employee 0252,Finance,Junior,Asia Pacific,2024-05-08 00:00:00+00:00,198866,71.31,EMP-00001,1
EMP-00253,Employee 0253,Supply Chain,Mid,Europe,2023-05-05 00:00:00+00:00,188680,71.37,EMP-00015,1
EMP-00254,Employee 0254,Executive,Senior,Latin America,2024-09-04 00:00:00+00:00,84487,69.24,EMP-00015,1
EMP-00255,Employee 0255,Sales,Director,North America,2024-03-01 00:00:00+00:00,93560,84.81,EMP-00008,1
EMP-00256,Employee 0256,IT,Senior,North America,2023-06-17 00:00:00+00:00,70494,96.1,EMP-00013,1
EMP-00257,Employee 0257,Finance,Mid,Latin America,2025-02-18 00:00:00+00:00,210380,99.0,EMP-00012,0
EMP-00258,Employee 0258,IT,Mid,Asia Pacific,2023-06-02 00:00:00+00:00,144829,88.04,EMP-00002,1
EMP-00259,Employee 0259,Executive,Mid,Asia Pacific,2024-12-27 00:00:00+00:00,210986,77.7,EMP-00003,1
EMP-00260,Employee 0260,IT,Director,Latin America,2024-05-01 00:00:00+00:00,110321,88.73,EMP-00014,1
EMP-00261,Employee 0261,IT,Lead,Middle East & Africa,2025-08-27 00:00:00+00:00,146850,81.63,EMP-00003,1
EMP-00262,Employee 0262,IT,Lead,North America,2023-07-23 00:00:00+00:00,57334,74.0,EMP-00011,1
EMP-00263,Employee 0263,Operations,Junior,Latin America,2024-06-19 00:00:00+00:00,157168,99.0,EMP-00015,1
EMP-00264,Employee 0264,Operations,Mid,Asia Pacific,2025-02-09 00:00:00+00:00,95905,88.55,EMP-00013,1
EMP-00265,Employee 0265,IT,Lead,Europe,2024-02-27 00:00:00+00:00,306804,69.63,EMP-00015,1
EMP-00266,Employee 0266,Sales,Junior,Asia Pacific,2023-10-24 00:00:00+00:00,225826,88.41,EMP-00013,1
EMP-00267,Employee 0267,Supply Chain,Mid,Asia Pacific,2023-11-16 00:00:00+00:00,194799,84.17,EMP-00001,1
EMP-00268,Employee 0268,Executive,Lead,Asia Pacific,2023-03-29 00:00:00+00:00,116246,67.53,EMP-00004,0
EMP-00269,Employee 0269,Finance,Senior,Europe,2025-05-27 00:00:00+00:00,129785,78.67,EMP-00015,1
EMP-00270,Employee 0270,Supply Chain,Senior,North America,2024-08-08 00:00:00+00:00,310706,77.22,EMP-00005,1
EMP-00271,Employee 0271,Finance,Mid,Latin America,2024-03-31 00:00:00+00:00,101876,49.29,EMP-00002,1
EMP-00272,Employee 0272,Executive,Junior,Middle East & Africa,2024-07-09 00:00:00+00:00,293034,62.36,EMP-00006,1
EMP-00273,Employee 0273,Operations,Lead,Middle East & Africa,2023-01-25 00:00:00+00:00,288660,89.88,EMP-00002,1
EMP-00274,Employee 0274,Customer Success,Mid,Middle East & Africa,2023-09-19 00:00:00+00:00,142036,69.99,EMP-00011,1
EMP-00275,Employee 0275,Finance,Senior,Europe,2023-03-23 00:00:00+00:00,97763,84.4,EMP-00013,1
EMP-00276,Employee 0276,Customer Success,Senior,Middle East & Africa,2023-05-09 00:00:00+00:00,263238,91.89,EMP-00010,1
EMP-00277,Employee 0277,Marketing,Mid,Latin America,2025-06-09 00:00:00+00:00,291956,55.19,EMP-00011,1
EMP-00278,Employee 0278,Customer Success,Lead,Asia Pacific,2024-09-20 00:00:00+00:00,96883,95.7,EMP-00008,1
EMP-00279,Employee 0279,Executive,Junior,Europe,2023-02-11 00:00:00+00:00,297912,76.09,EMP-00011,0
EMP-00280,Employee 0280,Sales,Mid,Latin America,2025-01-10 00:00:00+00:00,174547,82.24,EMP-00009,1
EMP-00281,Employee 0281,Marketing,Senior,North America,2024-11-18 00:00:00+00:00,255211,99.0,EMP-00006,1
EMP-00282,Employee 0282,Operations,Junior,Middle East & Africa,2023-07-09 00:00:00+00:00,164717,88.6,EMP-00007,1
EMP-00283,Employee 0283,IT,Director,Middle East & Africa,2023-11-21 00:00:00+00:00,238635,76.04,EMP-00001,1
EMP-00284,Employee 0284,Finance,Mid,Middle East & Africa,2025-01-15 00:00:00+00:00,285443,72.12,EMP-00005,1
EMP-00285,Employee 0285,Sales,Senior,Middle East & Africa,2023-11-14 00:00:00+00:00,104885,73.05,EMP-00010,1
EMP-00286,Employee 0286,Executive,Junior,Middle East & Africa,2024-10-17 00:00:00+00:00,158184,71.77,EMP-00013,1
EMP-00287,Employee 0287,Finance,Senior,Latin America,2024-03-06 00:00:00+00:00,196311,91.88,EMP-00004,1
EMP-00288,Employee 0288,Executive,Mid,North America,2025-02-13 00:00:00+00:00,92226,83.94,EMP-00009,1
EMP-00289,Employee 0289,IT,Mid,Europe,2024-06-06 00:00:00+00:00,82411,80.3,EMP-00010,1
EMP-00290,Employee 0290,Marketing,Director,North America,2023-03-05 00:00:00+00:00,238059,75.59,EMP-00012,1
EMP-00291,Employee 0291,Customer Success,Senior,Europe,2024-10-01 00:00:00+00:00,271660,86.01,EMP-00004,1
EMP-00292,Employee 0292,Marketing,Senior,Asia Pacific,2025-08-24 00:00:00+00:00,222196,57.27,EMP-00003,1
EMP-00293,Employee 0293,Executive,VP,Middle East & Africa,2025-02-23 00:00:00+00:00,206214,98.49,EMP-00013,1
EMP-00294,Employee 0294,Marketing,Junior,Latin America,2024-10-21 00:00:00+00:00,135590,75.05,EMP-00004,1
EMP-00295,Employee 0295,Operations,Junior,Middle East & Africa,2023-04-20 00:00:00+00:00,286242,67.53,EMP-00003,1
EMP-00296,Employee 0296,Supply Chain,Lead,Middle East & Africa,2023-09-16 00:00:00+00:00,249765,90.61,EMP-00007,1
EMP-00297,Employee 0297,Executive,Junior,Middle East & Africa,2025-06-19 00:00:00+00:00,180609,90.36,EMP-00005,1
EMP-00298,Employee 0298,Operations,Lead,North America,2025-05-27 00:00:00+00:00,222138,77.18,EMP-00004,1
EMP-00299,Employee 0299,Sales,Senior,Middle East & Africa,2023-02-15 00:00:00+00:00,262396,92.6,EMP-00002,1
EMP-00300,Employee 0300,Finance,Mid,Asia Pacific,2024-08-03 00:00:00+00:00,90042,89.03,EMP-00010,1
EMP-00301,Employee 0301,Supply Chain,Senior,Europe,2025-04-01 00:00:00+00:00,201778,82.18,EMP-00004,1
EMP-00302,Employee 0302,Executive,Mid,Asia Pacific,2023-06-10 00:00:00+00:00,102971,59.96,EMP-00011,1
EMP-00303,Employee 0303,Executive,Mid,Asia Pacific,2025-08-15 00:00:00+00:00,146364,79.39,EMP-00005,1
EMP-00304,Employee 0304,Supply Chain,Lead,Latin America,2025-05-02 00:00:00+00:00,228137,78.1,EMP-00004,1
EMP-00305,Employee 0305,Finance,Mid,Asia Pacific,2024-07-07 00:00:00+00:00,266521,75.26,EMP-00013,1
EMP-00306,Employee 0306,Executive,Mid,Asia Pacific,2024-12-23 00:00:00+00:00,211249,73.92,EMP-00001,1
EMP-00307,Employee 0307,Sales,Senior,Asia Pacific,2023-02-20 00:00:00+00:00,296388,86.27,EMP-00002,1
EMP-00308,Employee 0308,Executive,Mid,Middle East & Africa,2023-10-08 00:00:00+00:00,57479,64.31,EMP-00010,1
EMP-00309,Employee 0309,Supply Chain,Mid,North America,2023-05-01 00:00:00+00:00,105832,91.13,EMP-00001,1
EMP-00310,Employee 0310,Supply Chain,Senior,Latin America,2024-06-27 00:00:00+00:00,117561,77.45,EMP-00015,1
EMP-00311,Employee 0311,Operations,Senior,Asia Pacific,2025-03-16 00:00:00+00:00,246278,68.74,EMP-00007,1
EMP-00312,Employee 0312,Marketing,Junior,Asia Pacific,2024-02-04 00:00:00+00:00,73220,74.81,EMP-00005,1
EMP-00313,Employee 0313,Operations,Director,Europe,2024-02-04 00:00:00+00:00,102534,80.19,EMP-00005,1
EMP-00314,Employee 0314,Operations,Mid,Europe,2023-01-07 00:00:00+00:00,312939,93.87,EMP-00010,1
EMP-00315,Employee 0315,Sales,Mid,Europe,2023-06-03 00:00:00+00:00,155481,85.81,EMP-00006,1
EMP-00316,Employee 0316,Sales,Junior,Latin America,2024-04-22 00:00:00+00:00,179416,90.99,EMP-00001,1
EMP-00317,Employee 0317,IT,Director,North America,2024-03-31 00:00:00+00:00,298450,77.31,EMP-00001,0
EMP-00318,Employee 0318,Sales,Junior,Europe,2023-08-24 00:00:00+00:00,185862,75.67,EMP-00009,1
EMP-00319,Employee 0319,Supply Chain,Senior,Asia Pacific,2023-06-13 00:00:00+00:00,107422,98.43,EMP-00002,1
EMP-00320,Employee 0320,Supply Chain,Junior,Latin America,2023-06-04 00:00:00+00:00,87841,76.48,EMP-00009,1
EMP-00321,Employee 0321,Supply Chain,Lead,Asia Pacific,2024-11-16 00:00:00+00:00,132848,71.97,EMP-00015,1
EMP-00322,Employee 0322,Sales,Director,North America,2023-04-03 00:00:00+00:00,175441,70.85,EMP-00009,1
EMP-00323,Employee 0323,Supply Chain,Mid,Latin America,2024-01-09 00:00:00+00:00,216566,81.24,EMP-00012,1
EMP-00324,Employee 0324,Marketing,Junior,Europe,2023-08-12 00:00:00+00:00,310111,66.08,EMP-00008,1
EMP-00325,Employee 0325,IT,Junior,Middle East & Africa,2023-11-21 00:00:00+00:00,169229,80.01,EMP-00003,1
EMP-00326,Employee 0326,IT,Director,Asia Pacific,2025-01-29 00:00:00+00:00,283253,79.8,EMP-00007,1
EMP-00327,Employee 0327,Marketing,Senior,Middle East & Africa,2025-03-27 00:00:00+00:00,51323,84.5,EMP-00010,1
EMP-00328,Employee 0328,Marketing,Director,Asia Pacific,2023-12-25 00:00:00+00:00,179015,58.75,EMP-00013,1
EMP-00329,Employee 0329,Supply Chain,Mid,Europe,2025-04-06 00:00:00+00:00,153715,56.02,EMP-00007,1
EMP-00330,Employee 0330,Marketing,Lead,Middle East & Africa,2023-05-20 00:00:00+00:00,287543,73.18,EMP-00001,1
EMP-00331,Employee 0331,IT,Director,Europe,2025-02-01 00:00:00+00:00,305325,76.47,EMP-00009,1
EMP-00332,Employee 0332,Supply Chain,Mid,Latin America,2023-06-19 00:00:00+00:00,162699,65.71,EMP-00006,1
EMP-00333,Employee 0333,Operations,Junior,Latin America,2023-10-28 00:00:00+00:00,305781,62.95,EMP-00013,1
EMP-00334,Employee 0334,IT,Mid,Asia Pacific,2024-10-14 00:00:00+00:00,214595,82.76,EMP-00007,1
EMP-00335,Employee 0335,Sales,Senior,Middle East & Africa,2023-11-14 00:00:00+00:00,165104,74.57,EMP-00010,1
EMP-00336,Employee 0336,Operations,Senior,Middle East & Africa,2024-02-08 00:00:00+00:00,152001,86.9,EMP-00013,1
EMP-00337,Employee 0337,Marketing,VP,Europe,2023-04-12 00:00:00+00:00,50861,62.86,EMP-00009,1
EMP-00338,Employee 0338,Supply Chain,Lead,North America,2024-09-13 00:00:00+00:00,233148,76.81,EMP-00006,1
EMP-00339,Employee 0339,Supply Chain,Junior,North America,2024-04-13 00:00:00+00:00,149382,96.4,EMP-00006,1
EMP-00340,Employee 0340,Executive,Director,North America,2023-02-22 00:00:00+00:00,238923,74.73,EMP-00002,1
EMP-00341,Employee 0341,Customer Success,Lead,Asia Pacific,2023-09-07 00:00:00+00:00,152195,71.58,EMP-00003,1
EMP-00342,Employee 0342,Sales,Mid,Europe,2024-12-29 00:00:00+00:00,76246,88.03,EMP-00002,1
EMP-00343,Employee 0343,Customer Success,Director,Asia Pacific,2023-12-30 00:00:00+00:00,293285,91.4,EMP-00004,1
EMP-00344,Employee 0344,Supply Chain,Mid,Asia Pacific,2025-08-20 00:00:00+00:00,292410,71.01,EMP-00002,0
EMP-00345,Employee 0345,Sales,Senior,Europe,2025-06-29 00:00:00+00:00,134942,71.82,EMP-00011,1
EMP-00346,Employee 0346,Finance,Lead,Latin America,2025-02-25 00:00:00+00:00,116172,87.52,EMP-00010,1
EMP-00347,Employee 0347,Executive,Junior,Europe,2025-06-19 00:00:00+00:00,210401,81.3,EMP-00012,1
EMP-00348,Employee 0348,Sales,Senior,Middle East & Africa,2024-12-22 00:00:00+00:00,255252,81.55,EMP-00008,1
EMP-00349,Employee 0349,Finance,Senior,North America,2024-03-23 00:00:00+00:00,180530,80.6,EMP-00005,1
EMP-00350,Employee 0350,Sales,Senior,Latin America,2023-07-18 00:00:00+00:00,304268,77.44,EMP-00004,1
EMP-00351,Employee 0351,Marketing,Senior,Europe,2024-09-19 00:00:00+00:00,186361,89.03,EMP-00002,1
EMP-00352,Employee 0352,Sales,Junior,North America,2024-02-10 00:00:00+00:00,127755,93.27,EMP-00003,1
EMP-00353,Employee 0353,Sales,Junior,North America,2025-08-27 00:00:00+00:00,239432,66.67,EMP-00008,1
EMP-00354,Employee 0354,IT,Junior,Latin America,2023-06-05 00:00:00+00:00,313237,87.76,EMP-00014,1
EMP-00355,Employee 0355,Sales,Junior,Middle East & Africa,2024-05-31 00:00:00+00:00,230204,77.52,EMP-00006,0
EMP-00356,Employee 0356,Customer Success,Mid,North America,2025-02-01 00:00:00+00:00,258604,63.85,EMP-00009,1
EMP-00357,Employee 0357,IT,Senior,Europe,2024-06-18 00:00:00+00:00,318600,67.83,EMP-00004,1
EMP-00358,Employee 0358,IT,Junior,Latin America,2025-01-12 00:00:00+00:00,247499,73.5,EMP-00013,1
EMP-00359,Employee 0359,Supply Chain,Lead,Latin America,2023-01-21 00:00:00+00:00,281901,89.64,EMP-00002,1
EMP-00360,Employee 0360,Supply Chain,Lead,Asia Pacific,2023-05-04 00:00:00+00:00,76828,66.62,EMP-00004,1
EMP-00361,Employee 0361,Finance,Junior,North America,2023-02-14 00:00:00+00:00,94978,58.19,EMP-00015,1
EMP-00362,Employee 0362,IT,Junior,Asia Pacific,2025-01-15 00:00:00+00:00,174044,75.09,EMP-00008,1
EMP-00363,Employee 0363,Executive,Mid,Asia Pacific,2024-11-05 00:00:00+00:00,259563,72.75,EMP-00012,1
EMP-00364,Employee 0364,Operations,Senior,Latin America,2024-07-25 00:00:00+00:00,176774,89.78,EMP-00004,1
EMP-00365,Employee 0365,Sales,Junior,Middle East & Africa,2024-02-26 00:00:00+00:00,275908,80.83,EMP-00013,1
EMP-00366,Employee 0366,Marketing,Mid,North America,2025-09-07 00:00:00+00:00,291457,85.84,EMP-00003,1
EMP-00367,Employee 0367,Operations,VP,Middle East & Africa,2024-04-23 00:00:00+00:00,133369,73.67,EMP-00007,1
EMP-00368,Employee 0368,Supply Chain,Senior,Asia Pacific,2025-09-16 00:00:00+00:00,181376,64.61,EMP-00006,1
EMP-00369,Employee 0369,Sales,Junior,Latin America,2023-05-21 00:00:00+00:00,252815,92.43,EMP-00014,1
EMP-00370,Employee 0370,Finance,Senior,Middle East & Africa,2023-03-22 00:00:00+00:00,152917,71.51,EMP-00001,1
EMP-00371,Employee 0371,Executive,Mid,Latin America,2025-03-28 00:00:00+00:00,61665,85.12,EMP-00015,1
EMP-00372,Employee 0372,Sales,Lead,North America,2025-04-16 00:00:00+00:00,163429,73.95,EMP-00014,1
EMP-00373,Employee 0373,Supply Chain,Director,Europe,2024-10-06 00:00:00+00:00,247900,85.23,EMP-00005,1
EMP-00374,Employee 0374,Sales,Mid,Middle East & Africa,2023-06-10 00:00:00+00:00,310128,81.32,EMP-00007,1
EMP-00375,Employee 0375,Finance,Director,North America,2024-02-05 00:00:00+00:00,106638,79.41,EMP-00012,1
EMP-00376,Employee 0376,Executive,Lead,Latin America,2024-07-03 00:00:00+00:00,214965,82.55,EMP-00002,1
EMP-00377,Employee 0377,Supply Chain,Junior,Asia Pacific,2025-03-14 00:00:00+00:00,211675,75.35,EMP-00005,1
EMP-00378,Employee 0378,Operations,Lead,Middle East & Africa,2024-05-20 00:00:00+00:00,183471,59.25,EMP-00008,1
EMP-00379,Employee 0379,IT,Junior,Middle East & Africa,2024-09-22 00:00:00+00:00,285317,81.18,EMP-00013,1
EMP-00380,Employee 0380,Sales,Junior,North America,2023-10-01 00:00:00+00:00,255778,90.6,EMP-00014,1
EMP-00381,Employee 0381,Operations,Lead,Middle East & Africa,2023-01-25 00:00:00+00:00,62351,77.51,EMP-00008,1
EMP-00382,Employee 0382,Customer Success,Mid,Middle East & Africa,2024-12-23 00:00:00+00:00,124398,74.55,EMP-00015,1
EMP-00383,Employee 0383,Finance,Director,Middle East & Africa,2023-03-03 00:00:00+00:00,55482,80.87,EMP-00015,1
EMP-00384,Employee 0384,Supply Chain,Mid,Asia Pacific,2024-06-19 00:00:00+00:00,280674,88.77,EMP-00001,1
EMP-00385,Employee 0385,Customer Success,Senior,Middle East & Africa,2024-03-19 00:00:00+00:00,188310,74.91,EMP-00009,1
EMP-00386,Employee 0386,Supply Chain,Lead,Europe,2024-09-14 00:00:00+00:00,217493,61.56,EMP-00015,1
EMP-00387,Employee 0387,IT,Lead,North America,2024-08-20 00:00:00+00:00,105486,79.74,EMP-00004,1
EMP-00388,Employee 0388,Supply Chain,Junior,Asia Pacific,2024-11-22 00:00:00+00:00,119895,82.01,EMP-00005,0
EMP-00389,Employee 0389,Supply Chain,Mid,Europe,2023-03-28 00:00:00+00:00,119981,79.92,EMP-00005,1
EMP-00390,Employee 0390,Operations,Lead,Middle East & Africa,2024-02-09 00:00:00+00:00,74532,72.56,EMP-00011,1
EMP-00391,Employee 0391,Sales,Mid,Latin America,2023-11-13 00:00:00+00:00,157194,81.68,EMP-00007,1
EMP-00392,Employee 0392,Finance,Senior,Asia Pacific,2023-02-11 00:00:00+00:00,184679,75.46,EMP-00012,1
EMP-00393,Employee 0393,Supply Chain,Junior,North America,2025-08-24 00:00:00+00:00,247030,73.19,EMP-00006,1
EMP-00394,Employee 0394,Executive,Senior,North America,2023-09-15 00:00:00+00:00,255407,74.86,EMP-00014,1
EMP-00395,Employee 0395,Marketing,Mid,Latin America,2023-03-13 00:00:00+00:00,148473,79.9,EMP-00004,1
EMP-00396,Employee 0396,Supply Chain,Lead,North America,2023-06-25 00:00:00+00:00,137049,81.09,EMP-00007,1
EMP-00397,Employee 0397,Operations,Lead,Latin America,2024-12-25 00:00:00+00:00,50587,72.35,EMP-00013,1
EMP-00398,Employee 0398,Marketing,Senior,North America,2025-01-23 00:00:00+00:00,309953,80.19,EMP-00012,1
EMP-00399,Employee 0399,Sales,Junior,Europe,2023-08-02 00:00:00+00:00,97097,82.2,EMP-00006,1
EMP-00400,Employee 0400,Supply Chain,Mid,Europe,2023-09-07 00:00:00+00:00,193720,84.13,EMP-00011,1
EMP-00401,Employee 0401,Marketing,Junior,Europe,2024-05-05 00:00:00+00:00,207509,83.3,EMP-00007,1
EMP-00402,Employee 0402,Finance,Mid,Asia Pacific,2024-01-01 00:00:00+00:00,279381,92.33,EMP-00005,1
EMP-00403,Employee 0403,Customer Success,Mid,Europe,2024-08-21 00:00:00+00:00,81696,85.55,EMP-00005,1
EMP-00404,Employee 0404,Supply Chain,Mid,Europe,2024-03-22 00:00:00+00:00,81669,99.0,EMP-00013,1
EMP-00405,Employee 0405,Operations,VP,Europe,2024-06-01 00:00:00+00:00,318674,89.35,EMP-00013,1
EMP-00406,Employee 0406,Customer Success,Senior,Middle East & Africa,2025-04-15 00:00:00+00:00,196344,89.0,EMP-00014,1
EMP-00407,Employee 0407,IT,Mid,Europe,2024-10-17 00:00:00+00:00,97373,64.51,EMP-00006,1
EMP-00408,Employee 0408,Supply Chain,Lead,Latin America,2025-04-24 00:00:00+00:00,314013,86.32,EMP-00009,1
EMP-00409,Employee 0409,Sales,Mid,Middle East & Africa,2023-08-23 00:00:00+00:00,239303,87.36,EMP-00002,1
EMP-00410,Employee 0410,Finance,Mid,Asia Pacific,2023-08-08 00:00:00+00:00,166193,77.51,EMP-00013,1
EMP-00411,Employee 0411,Executive,Junior,Europe,2024-05-07 00:00:00+00:00,103911,55.47,EMP-00003,1
EMP-00412,Employee 0412,Supply Chain,Senior,Europe,2024-02-13 00:00:00+00:00,259677,52.38,EMP-00010,1
EMP-00413,Employee 0413,Marketing,Mid,Europe,2025-04-15 00:00:00+00:00,258280,74.92,EMP-00014,1
EMP-00414,Employee 0414,Sales,Mid,Asia Pacific,2023-09-02 00:00:00+00:00,239787,72.08,EMP-00012,1
EMP-00415,Employee 0415,Sales,Mid,Latin America,2024-03-14 00:00:00+00:00,253714,61.59,EMP-00013,1
EMP-00416,Employee 0416,Executive,Lead,Latin America,2025-09-03 00:00:00+00:00,140702,82.26,EMP-00010,1
EMP-00417,Employee 0417,Customer Success,Lead,North America,2023-11-27 00:00:00+00:00,272472,65.53,EMP-00015,1
EMP-00418,Employee 0418,Finance,Senior,North America,2024-06-17 00:00:00+00:00,273818,59.68,EMP-00011,1
EMP-00419,Employee 0419,Operations,Director,Latin America,2024-04-09 00:00:00+00:00,73490,99.0,EMP-00010,1
EMP-00420,Employee 0420,Sales,Mid,Middle East & Africa,2023-01-01 00:00:00+00:00,168390,83.55,EMP-00001,1
