employee_id,employee_name,hire_date,salary,performance_score,manager_id,is_active,hire_year,hire_month,hire_quarter,hire_dayofweek,hire_day,hire_is_month_start,hire_is_month_end,tenure_days,salary_performance_ratio,department_frequency,level_frequency,region_frequency,department_Customer Success,department_Executive,department_Finance,department_IT,department_Marketing,department_Operations,department_Sales,department_Supply Chain,level_Director,level_Junior,level_Lead,level_Mid,level_Senior,level_VP,region_Asia Pacific,region_Europe,region_Latin America,region_Middle East & Africa,region_North America,salary_robust_scaled,performance_score_robust_scaled,tenure_days_robust_scaled
EMP-00067,Employee 0067,2024-05-05 00:00:00+00:00,161813,76.88,EMP-00005,1,2024,5,2,6,5,0,0,822,2104.747658688866,0.13095238095238096,0.15,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1820995576506208,-0.04361370716510968,-0.0030120481927710845
EMP-00068,Employee 0068,2025-05-05 00:00:00+00:00,247283,85.12,EMP-00011,1,2025,5,2,0,5,0,0,457,2905.110432330827,0.12142857142857143,0.15,0.22857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45843583311006647,0.5268258913118723,-0.7359437751004017
EMP-00069,Employee 0069,2025-03-26 00:00:00+00:00,182888,91.19,EMP-00003,1,2025,3,1,2,26,0,0,497,2005.5707862704244,0.11428571428571428,0.2261904761904762,0.1738095238095238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.024157784393554177,0.9470404984423666,-0.6556224899598394
EMP-00070,Employee 0070,2024-08-11 00:00:00+00:00,196519,84.67,EMP-00003,1,2024,8,3,6,11,0,0,724,2320.999173260895,0.1357142857142857,0.30238095238095236,0.1976190476190476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07799663132493101,0.49567324333679424,-0.19979919678714858
EMP-00071,Employee 0071,2024-10-25 00:00:00+00:00,106016,99.0,EMP-00012,1,2024,10,4,4,25,0,0,649,1070.8686868686868,0.1357142857142857,0.20238095238095238,0.1976190476190476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.600257428228298,1.4877120110764959,-0.35040160642570284
EMP-00072,Employee 0072,2024-06-29 00:00:00+00:00,319281,69.99,EMP-00005,1,2024,6,2,5,29,0,0,767,4561.808829832834,0.1357142857142857,0.2261904761904762,0.1738095238095238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9980083973312899,-0.5205953617168575,-0.11345381526104417
EMP-00073,Employee 0073,2025-05-07 00:00:00+00:00,197700,69.99,EMP-00014,1,2025,5,2,2,7,0,0,455,2824.689241320189,0.10952380952380952,0.2261904761904762,0.20714285714285716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08684736604457967,-0.5205953617168575,-0.7399598393574297
EMP-00074,Employee 0074,2023-09-30 00:00:00+00:00,303337,82.22,EMP-00005,1,2023,9,3,5,30,0,1,1040,3689.3334954998786,0.11428571428571428,0.2261904761904762,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8785197314802498,0.3260643821391479,0.4347389558232932
EMP-00075,Employee 0075,2025-08-06 00:00:00+00:00,227269,92.05,EMP-00004,1,2025,8,3,2,6,0,0,364,2468.9733840304184,0.1357142857142857,0.20238095238095238,0.1976190476190476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30844548198470795,1.006576670128071,-0.9226907630522089
EMP-00076,Employee 0076,2024-05-26 00:00:00+00:00,88724,93.83,EMP-00003,1,2024,5,2,6,26,0,0,801,945.5824363210061,0.1380952380952381,0.2261904761904762,0.19285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7298483721505374,1.1298026998961568,-0.045180722891566265
EMP-00077,Employee 0077,2025-09-16 00:00:00+00:00,222292,55.61,EMP-00006,1,2025,9,3,1,16,0,0,323,3997.338608163999,0.12142857142857143,0.15,0.19285714285714287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2711464923998719,-1.5160955347871232,-1.0050200803212852
EMP-00078,Employee 0078,2023-01-21 00:00:00+00:00,220934,79.21,EMP-00007,0,2023,1,1,5,21,0,0,1292,2789.2185330135085,0.11428571428571428,0.2261904761904762,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2609692716130108,0.11768778123918226,0.9407630522088354
EMP-00079,Employee 0079,2024-06-17 00:00:00+00:00,267216,88.48,EMP-00004,1,2024,6,2,0,17,0,0,779,3020.0723327305604,0.1380952380952381,0.30238095238095236,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6078191482385652,0.759432329525787,-0.0893574297188755
EMP-00080,Employee 0080,2024-04-25 00:00:00+00:00,302548,88.17,EMP-00007,1,2024,4,2,3,25,0,0,832,3431.41658160372,0.1357142857142857,0.04047619047619048,0.22857142857142856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8726067512145403,0.7379716164762887,0.01706827309236948
EMP-00081,Employee 0081,2024-05-01 00:00:00+00:00,57542,84.21,EMP-00011,1,2024,5,2,2,1,1,0,826,683.3155207220045,0.11428571428571428,0.2261904761904762,0.1738095238095238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9635347481269005,0.463828314295603,0.0050200803212851405
EMP-00082,Employee 0082,2023-08-03 00:00:00+00:00,277848,77.06,EMP-00006,1,2023,8,3,3,3,0,0,1098,3605.6060212821176,0.13095238095238096,0.15,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6874982435301017,-0.031152647975078062,0.5512048192771084
EMP-00083,Employee 0083,2024-01-06 00:00:00+00:00,211872,44.61,EMP-00001,1,2024,1,1,5,6,0,0,942,4749.428379287156,0.11428571428571428,0.30238095238095236,0.1976190476190476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1930561826803637,-2.277604707511249,0.23795180722891565
EMP-00084,Employee 0084,2025-06-11 00:00:00+00:00,291179,99.0,EMP-00012,1,2025,6,2,2,11,0,0,420,2941.2020202020203,0.1380952380952381,0.30238095238095236,0.19285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7874043777787354,1.4877120110764959,-0.8102409638554217
EMP-00085,Employee 0085,2023-05-06 00:00:00+00:00,155620,84.73,EMP-00001,1,2023,5,2,5,6,0,0,1187,1836.6576183170068,0.1357142857142857,0.07857142857142857,0.22857142857142856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.22851158145992156,0.4998269297334715,0.7299196787148594
EMP-00086,Employee 0086,2023-09-30 00:00:00+00:00,215744,68.3,EMP-00011,1,2023,9,3,5,30,0,1,1040,3158.770131771596,0.1357142857142857,0.07857142857142857,0.1976190476190476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22207400218458015,-0.6375908618899275,0.4347389558232932
EMP-00087,Employee 0087,2024-09-10 00:00:00+00:00,95810,74.44,EMP-00004,1,2024,9,3,1,10,0,0,694,1287.0768404083826,0.1357142857142857,0.20238095238095238,0.20714285714285716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6767439638326455,-0.21253028729664283,-0.2600401606425703
EMP-00088,Employee 0088,2024-05-26 00:00:00+00:00,69242,80.87,EMP-00012,1,2024,5,2,6,26,0,0,801,856.2136762705576,0.12142857142857143,0.07857142857142857,0.1976190476190476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8758517708026927,0.2326064382139147,-0.045180722891566265
EMP-00089,Employee 0089,2025-09-22 00:00:00+00:00,60908,83.23,EMP-00008,1,2025,9,3,0,22,0,0,317,731.8034362609635,0.12142857142857143,0.2261904761904762,0.19285714285714287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9383090300351669,0.39598476981654523,-1.0170682730923695
EMP-00090,Employee 0090,2023-01-04 00:00:00+00:00,52628,62.71,EMP-00013,1,2023,1,1,2,4,0,0,1309,839.2281932706107,0.1357142857142857,0.30238095238095236,0.22857142857142856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0003615986030678,-1.0245759778470056,0.9748995983935743
EMP-00091,Employee 0091,2023-09-24 00:00:00+00:00,173881,67.1,EMP-00006,1,2023,9,3,6,24,0,0,1046,2591.3710879284654,0.1357142857142857,0.30238095238095236,0.1738095238095238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.09165868839006185,-0.7206645898234687,0.4467871485943775
EMP-00092,Employee 0092,2025-01-12 00:00:00+00:00,130043,83.5,EMP-00004,1,2025,1,1,6,12,0,0,570,1557.4011976047905,0.1357142857142857,0.2261904761904762,0.1976190476190476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4201925653078928,0.4146763586015917,-0.5090361445783133
EMP-00093,Employee 0093,2023-06-05 00:00:00+00:00,130755,71.65,EMP-00002,1,2023,6,2,0,5,0,0,1157,1824.9127704117236,0.11428571428571428,0.20238095238095238,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4148566439527786,-0.4056767047421251,0.6696787148594378
EMP-00094,Employee 0094,2023-06-10 00:00:00+00:00,215639,58.44,EMP-00015,1,2023,6,2,5,10,0,0,1152,3689.92128678987,0.11428571428571428,0.2261904761904762,0.19285714285714287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22128710367013213,-1.3201799930771891,0.6596385542168675
EMP-00095,Employee 0095,2023-09-16 00:00:00+00:00,294541,69.29,EMP-00013,1,2023,9,3,5,16,0,0,1054,4250.844277673546,0.10952380952380952,0.15,0.1738095238095238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8126001187842044,-0.5690550363447556,0.46285140562248994
EMP-00096,Employee 0096,2025-09-25 00:00:00+00:00,299729,77.86,EMP-00010,1,2025,9,3,3,25,0,0,314,3849.5890059080402,0.1357142857142857,0.2261904761904762,0.19285714285714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8514803996695026,0.02422983731394906,-1.0230923694779117
EMP-00097,Employee 0097,2024-04-30 00:00:00+00:00,207707,59.97,EMP-00013,1,2024,4,2,1,30,0,1,827,3463.5150908787728,0.13095238095238096,0.15,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16184254160725894,-1.2142609899619243,0.007028112449799197
EMP-00098,Employee 0098,2023-10-20 00:00:00+00:00,155229,95.98,EMP-00012,1,2023,10,4,4,20,0,0,1020,1617.3056886851427,0.13095238095238096,0.2261904761904762,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.23144184164229467,1.278643129110418,0.39457831325301207
EMP-00099,Employee 0099,2025-04-20 00:00:00+00:00,161094,91.07,EMP-00001,1,2025,4,2,6,20,0,0,472,1768.9030416163391,0.1357142857142857,0.2261904761904762,0.19285714285714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.18748793890669818,0.9387331256490122,-0.7058232931726908
EMP-00100,Employee 0100,2024-10-27 00:00:00+00:00,218493,88.08,EMP-00014,1,2024,10,4,6,27,0,0,647,2480.6198910081744,0.12142857142857143,0.30238095238095236,0.1738095238095238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2426757547199859,0.7317410868812729,-0.35441767068273095
EMP-00101,Employee 0101,2023-09-30 00:00:00+00:00,295136,79.0,EMP-00015,1,2023,9,3,5,30,0,1,1040,3735.8987341772154,0.1380952380952381,0.2261904761904762,0.19285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8170592103660764,0.10314987885081302,0.4347389558232932
EMP-00102,Employee 0102,2025-08-17 00:00:00+00:00,193142,64.41,EMP-00013,1,2025,8,3,6,17,0,0,353,2998.6337525229005,0.11428571428571428,0.04047619047619048,0.19285714285714287,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.052688476245969486,-0.9068881966078229,-0.9447791164658634
EMP-00103,Employee 0103,2025-09-17 00:00:00+00:00,157450,68.77,EMP-00010,1,2025,9,3,2,17,0,0,322,2289.515777228443,0.1357142857142857,0.20238095238095238,0.22857142857142856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.21479706449382754,-0.605053651782624,-1.0070281124497993
EMP-00104,Employee 0104,2025-01-26 00:00:00+00:00,112193,92.55,EMP-00009,1,2025,1,1,6,26,0,0,556,1212.242031334414,0.11428571428571428,0.20238095238095238,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.553965312764056,1.041190723433713,-0.5371485943775101
EMP-00105,Employee 0105,2024-01-22 00:00:00+00:00,73799,69.27,EMP-00007,1,2024,1,1,0,22,0,0,926,1065.3818391800203,0.12142857142857143,0.2261904761904762,0.19285714285714287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8417003752756487,-0.570439598476982,0.20582329317269077
EMP-00106,Employee 0106,2023-12-16 00:00:00+00:00,133315,77.64,EMP-00008,1,2023,12,4,5,16,0,0,963,1717.091705306543,0.11428571428571428,0.04047619047619048,0.1976190476190476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.3956713087433793,0.008999653859466624,0.28012048192771083
EMP-00107,Employee 0107,2023-10-17 00:00:00+00:00,265323,74.81,EMP-00004,1,2023,10,4,1,17,0,0,1023,3546.6247827830503,0.12142857142857143,0.30238095238095236,0.22857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5936324921638023,-0.1869158878504674,0.4006024096385542
EMP-00108,Employee 0108,2025-07-09 00:00:00+00:00,149502,76.28,EMP-00009,1,2025,7,3,2,9,0,0,392,1959.9108547456738,0.13095238095238096,0.30238095238095236,0.1738095238095238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.27436153490175946,-0.08515057113187978,-0.8664658634538153
EMP-00109,Employee 0109,2023-03-20 00:00:00+00:00,276938,76.62,EMP-00005,0,2023,3,1,0,20,0,0,1234,3614.4348734012005,0.10952380952380952,0.07857142857142857,0.19285714285714287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6806784564048856,-0.06161301488404293,0.8242971887550201
EMP-00110,Employee 0110,2023-08-01 00:00:00+00:00,255959,75.37,EMP-00014,1,2023,8,3,1,1,1,0,1100,3396.032904338596,0.11428571428571428,0.30238095238095236,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5234561332181714,-0.1481481481481481,0.5552208835341366
EMP-00111,Employee 0111,2023-06-24 00:00:00+00:00,261915,73.03,EMP-00001,1,2023,6,2,5,24,0,0,1138,3586.402848144598,0.11428571428571428,0.30238095238095236,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5680920146662894,-0.31014191761855325,0.6315261044176707
EMP-00112,Employee 0112,2024-09-26 00:00:00+00:00,229845,74.49,EMP-00001,0,2024,9,3,3,26,0,0,678,3085.581957309706,0.1357142857142857,0.30238095238095236,0.20714285714285716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.327750725539166,-0.20906888196607884,-0.2921686746987952
EMP-00113,Employee 0113,2023-04-05 00:00:00+00:00,55060,75.7,EMP-00013,1,2023,4,2,2,5,0,0,1218,727.344782034346,0.1357142857142857,0.2261904761904762,0.19285714285714287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9821355301541385,-0.12530287296642445,0.7921686746987951
EMP-00114,Employee 0114,2025-01-15 00:00:00+00:00,177048,67.61,EMP-00006,1,2025,1,1,2,15,0,0,567,2618.6658778287238,0.11428571428571428,0.20238095238095238,0.19285714285714287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.06792433033999637,-0.6853582554517135,-0.5150602409638554
EMP-00115,Employee 0115,2023-05-19 00:00:00+00:00,243488,62.59,EMP-00009,1,2023,5,2,4,19,0,0,1174,3890.206103211375,0.10952380952380952,0.30238095238095236,0.1738095238095238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42999507251644525,-1.0328833506403596,0.7038152610441767
EMP-00116,Employee 0116,2023-12-23 00:00:00+00:00,317643,73.93,EMP-00005,1,2023,12,4,5,23,0,0,956,4296.537264980387,0.11428571428571428,0.2261904761904762,0.20714285714285716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9857327805059009,-0.24783662166839712,0.2660642570281124
EMP-00117,Employee 0117,2023-07-05 00:00:00+00:00,254364,68.37,EMP-00004,1,2023,7,3,2,5,0,0,1127,3720.403685827117,0.12142857142857143,0.20238095238095238,0.20714285714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5115027700701277,-0.6327448944271371,0.6094377510040161
EMP-00118,Employee 0118,2025-04-11 00:00:00+00:00,129183,77.27,EMP-00007,0,2025,4,2,4,11,0,0,481,1671.8390060825677,0.1357142857142857,0.30238095238095236,0.1738095238095238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4266376388548004,-0.016614745586708824,-0.6877510040160643
EMP-00119,Employee 0119,2024-10-02 00:00:00+00:00,204238,66.26,EMP-00002,1,2024,10,4,2,2,0,0,672,3082.372472079686,0.1357142857142857,0.30238095238095236,0.19285714285714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13584491354420963,-0.7788161993769467,-0.3042168674698795
EMP-00120,Employee 0120,2024-04-17 00:00:00+00:00,247423,57.18,EMP-00010,1,2024,4,2,2,17,0,0,840,4327.089891570479,0.11428571428571428,0.20238095238095238,0.20714285714285716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45948503112933053,-1.407407407407407,0.03313253012048193
EMP-00121,Employee 0121,2025-07-25 00:00:00+00:00,278392,94.0,EMP-00002,1,2025,7,3,4,25,0,0,376,2961.6170212765956,0.12142857142857143,0.07857142857142857,0.19285714285714287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.691575127262099,1.1415714780200752,-0.8985943775100401
EMP-00122,Employee 0122,2025-05-11 00:00:00+00:00,78090,71.04,EMP-00012,1,2025,5,2,6,11,0,0,451,1099.2398648648648,0.11428571428571428,0.30238095238095236,0.22857142857142856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8095424559852064,-0.44790584977500836,-0.7479919678714859
EMP-00123,Employee 0123,2024-07-25 00:00:00+00:00,300269,53.54,EMP-00006,1,2024,7,3,3,25,0,0,741,5608.311542771759,0.1357142857142857,0.30238095238095236,0.22857142857142856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8555273063152353,-1.6593977154724815,-0.16566265060240964
EMP-00124,Employee 0124,2023-08-03 00:00:00+00:00,170855,86.18,EMP-00001,1,2023,8,3,3,3,0,0,1098,1982.536551404038,0.13095238095238096,0.2261904761904762,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11433635414929713,0.6002076843198336,0.5512048192771084
EMP-00125,Employee 0125,2023-04-24 00:00:00+00:00,292382,72.59,EMP-00007,0,2023,4,2,0,24,0,0,1199,4027.855076456812,0.1357142857142857,0.20238095238095238,0.20714285714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7964199864728398,-0.3406022845275181,0.7540160642570282
EMP-00126,Employee 0126,2025-06-14 00:00:00+00:00,259663,77.25,EMP-00007,1,2025,6,2,5,14,0,0,417,3361.3333333333335,0.1357142857142857,0.2261904761904762,0.1976190476190476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.551214915099271,-0.01799930771893423,-0.8162650602409639
EMP-00127,Employee 0127,2024-12-09 00:00:00+00:00,190579,79.29,EMP-00001,1,2024,12,4,0,9,0,0,604,2403.569176440913,0.1380952380952381,0.30238095238095236,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.033480658221871656,0.12322602976808586,-0.4407630522088353
EMP-00128,Employee 0128,2024-06-17 00:00:00+00:00,178057,88.12,EMP-00005,1,2024,6,2,0,17,0,0,779,2020.6196096232409,0.12142857142857143,0.2261904761904762,0.19285714285714287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.06036261032972921,0.7345102111457248,-0.0893574297188755
EMP-00129,Employee 0129,2023-04-04 00:00:00+00:00,123265,80.36,EMP-00005,1,2023,4,2,1,4,0,0,1219,1533.9099054255848,0.11428571428571428,0.20238095238095238,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.47098873798340396,0.19730010384215943,0.7941767068273092
EMP-00130,Employee 0130,2024-03-04 00:00:00+00:00,207344,61.59,EMP-00012,1,2024,3,1,0,4,0,0,884,3366.5205390485467,0.12142857142857143,0.15,0.22857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15912212102873866,-1.1021114572516437,0.1214859437751004
EMP-00131,Employee 0131,2025-08-14 00:00:00+00:00,128146,63.84,EMP-00012,1,2025,8,3,3,14,0,0,356,2007.2994987468671,0.13095238095238096,0.15,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43440919846892034,-0.9463482173762544,-0.9387550200803213
EMP-00132,Employee 0132,2023-08-24 00:00:00+00:00,177958,61.19,EMP-00005,0,2023,8,3,3,24,0,0,1077,2908.285667592744,0.11428571428571428,0.04047619047619048,0.22857142857142856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.061104543214780205,-1.1298026998961577,0.5090361445783133
EMP-00133,Employee 0133,2023-11-06 00:00:00+00:00,112337,71.52,EMP-00014,1,2023,11,4,0,6,0,0,1003,1570.707494407159,0.12142857142857143,0.07857142857142857,0.20714285714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5528861376585272,-0.4146763586015927,0.3604417670682731
